episode,character,line
Not What He Seems,Soos,"Okay, gimme whatever you got that comes with a free toy."
Not What He Seems,Stan,(Through walkie-talky:)Soos!
Not What He Seems,Soos,Mr. Pines?(Touches drive-thru lumberjack-speaker)Is this some sort of... possession situation?
Not What He Seems,Stan,(Through walkie-talky:)Just pick up!
Not What He Seems,Soos,"(Picks up walkie-talky)Mr. Pines, what happened? I heard you got arrested or something? I had to go get some panic food."
Not What He Seems,Stan,"(Through walkie-talky:)Listen, I need something from you. You know that vending machine in the gift shop? I need you to guard it with yourlife. No matter what happens, no matterwhotalks to you, don't let them touch that machine.(Walky-talky makes whining sound as Stan cuts out)"
Not What He Seems,Soos,Time for a repair guy(Adjusts hat)to become a repairman.
Not What He Seems,Drive-thru employee,"(Sticks arm out to hand Soos his kid's meal)Sir, your Junior Yum-Yum Baby-Time Kiddo Meal?"
Not What He Seems,Soos,"Just put one in my mouth.(Employee opens box, removes a fry, and places it in Soos' mouth. Soos makes munching noises as he chews)Let's do this.(Tires screech, Soos drives wildly through a hedge)"
Not What He Seems,Narration,Cut to Dipper and Mabel in the car with Trigger. Powers speaks through a video link at the front of the vehicle.
Not What He Seems,Powers,We've got Mr. Pines in custody. Our men are searching the shack for that device. You take care of those kids.
Not What He Seems,Mabel,(Gasps)What're you gonna do to us?
Not What He Seems,Trigger,We'll be taking you to child services.
Not What He Seems,Mabel,Boo!
Not What He Seems,Trigger,"In the meantime,(Presses buttons)enjoy some mindless reality TV, designed to pacify you and make you stop asking questions."
Not What He Seems,Narration,Cut to television screen. A surgeon in scrubs stands over a patient laying on a stretcher.
Not What He Seems,Surgeon,I'm about to make the incision...
Not What He Seems,Justin,"KER-PRANK!(Jumps out of a potted plant, surgeon screams, screen reads ""KER-PRANK'Din large font)"
Not What He Seems,TV Announcer,"You're watching ""KER-PRANK'D"" with Justin Kerprank!"
Not What He Seems,Narration,Cut back to the twins.
Not What He Seems,Mabel,"Dipper, this is crazy. There's no way Stan was stealing hazardous waste! We gotta clear his name!"
Not What He Seems,Dipper,"(Thinks, then spots the camera at the front of the car)Hmm...wait a minute, the security tapes! Didn't Stan say he was restocking the gift shop last night? If we could get the Mystery Shack's surveillance tapes, we could prove he's innocent!"
Not What He Seems,Mabel,"We just need to think of a way out of here. Think, Mabel...(Looking out car window)Think."
Not What He Seems,Narration,Their vehicle comes up beside a logging truck driven byManly Dan.
Not What He Seems,Mabel,"(Notices aSev'ral Timezbumper sticker on the back and knocks on the window to get Dan's attention, writing on the foggy car window:)SEVRAL TIMEZ IS OVERRATED"
Not What He Seems,Manly Dan,"(Gasps; furious)NOOOOO!(Veers the logging truck into the government vehicle, which goes into a spin and falls off the road into the forest)"
Not What He Seems,Trigger,"Mayday! Mayday! Agent down!(All scream, and the car crashes into the trees. Trigger gets stuck between the car and a tree branch, and struggles to get free)Darn branch!"
Not What He Seems,Mabel,"Haha, yes!(Opens the door, Dipper and Mabel leave the car)"
Not What He Seems,Trigger,Backup! Requesting backup! Ah!
Not What He Seems,Dipper,(Pulls the earpiece out of Trigger's ear and crushes it on the ground)
Not What He Seems,Mabel,"Come on, Dipper. We're gonna go clear our uncle's name."
Not What He Seems,Trigger,"Oh, you poor kids. You really think your uncle's innocent? I've seen it all before.(Mabel walks away, but Dipper pauses to listen)False names, double lives, one minute they're playing with water balloons, the next they're building doomsday devices. Your uncle scammed the whole world. You gonna let him scam you, too?"
Not What He Seems,Dipper,You(hesitates)you don't know what you're talking about.(Walks away)
Not What He Seems,Trigger,"You're gonna regret this!!(Airbag inflates, Trigger cries out, the car's horn beeps)"
Not What He Seems,Narration,"Cut to Dipper and Mabel hiding on the side of the road. Two government vehicles pass by, and as they do, Dipper and Mabel disappear from the roadside. The camera angle changes to show them hiding in the trunk of the rear car, and an arrow-shaped sign pointing in the direction they're headed that reads ""MYSTERY SHACK"". Cut to a view of the countdown, which now reads roughly five hours. Cut to Stan in the interrogation room, checking his wristwatch device."
Not What He Seems,Stan,"Only five more hours till it happens. I gottabethere! Come on, Stan, you gotta think of a way outta this.(Pounding head on table)Think! Think!"
Not What He Seems,Narration,"Suddenly the device blinks, reading ""ANOMALY IN PROGRESS."" The coffee on the table floats out of its cup, along with the cup itself and various items, then crashes back down."
Not What He Seems,Stan,"They're getting stronger. Of course, that's it!"
Not What He Seems,Narration,"Cut to the center of town, where many cars, objects, and people float off the ground and then fall back suddenly."
Not What He Seems,Tyler Cutebiker,"(ToLazy Susan:)Is it just me, or did the entire world just hiccup?"
Not What He Seems,Lazy Susan,I'm sure it's just a baby-sized earthquake.
Not What He Seems,Tyler,"Aww, baby-sized!"
Not What He Seems,Narration,"Cut to view of the laptop, which shows the countdown that Stan initiated. McGucket is in his shack, packing a bag."
Not What He Seems,McGucket,"It's happening! The End Times! When that machine activates... I gotta get outta town!(Shoving a raccoon into a bag)Get in there, raccoon wife! Git!(Runs off while a helicopter flies past overhead)"
Not What He Seems,Narration,"Cut to overhead view of the Mystery Shack, surrounded by agents. Dipper and Mabel are hiding in a bush near the Shack."
Not What He Seems,Mabel,"Alright, here's the plan. I'll take out those two guard guys, you karate chop the other dude in the neck and then we'll back flip through the front door!"
Not What He Seems,Dipper,"Mabel, aren't you forgetting the simpler solution?"
Not What He Seems,Mabel,"Oh, right."
Not What He Seems,Narration,Cut to two agents looking at the Rock that looks like a face rock.
Not What He Seems,Agent,"So is it a rock, or is it a face?"
Not What He Seems,Agent 2,"I think, it's... a metaphor."
Not What He Seems,Narration,"As they ponder,Mabel's grappling hookshoots overhead through the Shack's (now broken) window. Dipper & Mabel slide along the rope into the Shack. They dash down the stairs, avoiding detection from the agents inside the Shack, and head into Stan's office, locking the door behind them. Then they fist bump."
Not What He Seems,Dipper,"Alright. If I was Stan, where would I hide those surveillance tapes?(Looks on the bookshelf and in a filing cabinet)"
Not What He Seems,Mabel,(Seeing a bolt on the Jackalope head mounted on wall)Wait! The antelabbit!
Not What He Seems,Dipper,"Don't you mean ""jackalope?"""
Not What He Seems,Mabel,"Pfft, that can't be right.(Fixes the jackalope's bent antler, and the wall turns open to reveal two old-looking TV monitors and a tape player)"
Not What He Seems,Dipper and Mabel,Yes!
Not What He Seems,Mabel,"(Points to a tape halfway in the player)It's this week, this is it!(Pushes it in)"
Not What He Seems,Narration,"Cut to tape of Wendy, Soos, and Mabel in the Mystery Shack's gift shop, where Soos is doing the worm dance."
Not What He Seems,Mabel & Wendy,(On tape:)Go! Go! Go! Go!
Not What He Seems,Mabel,"(To Dipper:)Someone yelled ""Wormy Dance."" We had to! Fast-forward."
Not What He Seems,Narration,(Tape fast-forwards through several hours)
Not What He Seems,Dipper,Ha! There it is! Stan restocking like he said! And the date shows it was last night! It's proof! He's innocent!
Not What He Seems,Narration,"On the tape, Stan sneaks out of the shop at around 7PM."
Not What He Seems,Dipper,"(Fast forwards through till 8PM, seeing that Stan has not returned, he quickly becomes concerned)...Uhh-oh."
Not What He Seems,Mabel,"Uh, maybe he's just going to the bathroom outdoors. The way nature intended!"
Not What He Seems,Narration,"Cut back to surveillance tape. At 5AM, a figure in a haz-mat suit is wheeling barrels of radioactive waste into the gift shop. Dipper and Mabel gasp in shock and horror."
Not What He Seems,Dipper,"Ohno, Stan, you didn't..."
Not What He Seems,Mabel,Don't panic. That could be anyone in that suit!
Not What He Seems,Stan,"(On the tape, drops a barrel on his foot)GAH! HOT BELGIAN WAFFLES! Wait, I'm alone. I can swear for real!(Takes a deep breath)SON OF A--"
Not What He Seems,Dipper,"(Shuts off the tape as Mabel covers her ears)That's him, alright."
Not What He Seems,Mabel,"Okay, okay, so maybe Grunkle Stan stole some toxic waste. That doesn't mean he's leading a nefarious double life!"
Not What He Seems,Dipper,"(Pulls a box from under the TV screen)Mabel, I'm not so sure about that...(Takes a lamp from the desk and turns it on, revealing a box full of passports and IDs)"
Not What He Seems,Mabel,"(She and Dipper looking through the box)What? What is all this?(Reading from one of the IDs:)""Stetson Pinefield?"""
Not What He Seems,Dipper,"(Reading from IDs:)""Hal Forrester?"" ""Andrew '8-Ball' Alcatraz?"" These are fake IDs, Mabel! You wouldn't need these unless you were trying to hide your real identity!"
Not What He Seems,Mabel,"But why would Stan do that?(Picks a newspaper clipping out of the box, whose headline reads ""STAN PINES DEAD."" She is traumatized as she passes the clipping to Dipper)"
Not What He Seems,Dipper,"WHAT?! ""Stan PinesDead?"""
Not What He Seems,Mabel,"(Reading from article clipping:)""Foul play suspected in Pines' death."" Fiery car crash, brakes cut... by who?!"
Not What He Seems,Dipper,"(Picks out another clipping that shows a picture of Stan)""Unnamed grifter at large?"" Why would they call him unnamed? Unless Stan..."
Not What He Seems,Mabel,Isn't...
Not What He Seems,Dipper and Mabel,Stan?!(Look up at the portrait of Stan on the wall behind them)
Not What He Seems,Narration,"Cut to countdown clock, now reading under sixteen minutes."
Not What He Seems,Dipper,(Pacing)Stan Pines is dead?! Then who have we been living with? It doesn't make any sense!
Not What He Seems,Mabel,"There has to be some explanation. Maybe we're getting Ker-Prank'd! Justin Kerprank is gonna jump up from behind one of these plants(Turns to look at potted plant)any minute now!(After a brief pause she scoots forward and looks into the potted plant)...Any minute, Justin."
Not What He Seems,Dipper,I can't believe it. This whole summer I've been looking for answers and the biggest mystery was right under our nose.
Not What He Seems,Mabel,"(Digs through clippings)Ugh, there's gotta be some kind of explanation in here somewhere. What the... ""secret code to hideout?"""
Not What He Seems,Dipper,"Let me see that.(Takes outJournal 3and hisportable black light)""A1, B, C3""... I've never seen a code like this."
Not What He Seems,Mabel,"Wait! I have! Dipper, it's the vending machine!"
Not What He Seems,Narration,"Cut to Stan checking the wristwatch device, which reads about thirteen minutes now."
Not What He Seems,Powers,"(Enters interrogation room with two other agents)Alright, Pines. Playtime is over. Chopper's ready to dust off to Washington. I'll enjoy putting you away."
Not What He Seems,Stan,"What? Um, can't we stick around for maybe one minute? Uh, one minute thirty seconds?"
Not What He Seems,Powers,"We're not falling for your games, Pines. You've been running your whole life. Your time is finally up."
Not What He Seems,Stan,(Looks at a clock on the wall)Bathroom break? Just give me... fifteen seconds!
Not What He Seems,Powers,"(As he unlocks Stan's handcuffs)Sorry, but you've got a flight to catch."
Not What He Seems,Stan,"(Watch begins to beep)Oh, yeah? So do you."
Not What He Seems,Powers,Huh?
Not What He Seems,Narration,"Everything floats up from the floor. Stan kicks the table into the agents. Cut to outside the police station, where everything is losing its grip on the world. Cut back to Stan in the station."
